system:index,classification,.geo
15835,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92024454071404,50.95042170586999]}"
15836,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92033437224245,50.95042170586999]}"
15837,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92042420377086,50.95042170586999]}"
15838,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92051403529928,50.95042170586999]}"
15839,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92060386682769,50.95042170586999]}"
15840,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9206936983561,50.95042170586999]}"
15841,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92078352988452,50.95042170586999]}"
15842,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92087336141293,50.95042170586999]}"
15843,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92096319294133,50.95042170586999]}"
15844,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92105302446974,50.95042170586999]}"
15845,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92114285599816,50.95042170586999]}"
15846,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92123268752657,50.95042170586999]}"
15847,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92132251905498,50.95042170586999]}"
15848,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9214123505834,50.95042170586999]}"
15849,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92150218211181,50.95042170586999]}"
15850,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92159201364022,50.95042170586999]}"
15851,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92168184516864,50.95042170586999]}"
15852,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92177167669705,50.95042170586999]}"
15853,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92186150822546,50.95042170586999]}"
15854,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92195133975386,50.95042170586999]}"
15855,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92204117128227,50.95042170586999]}"
15856,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92213100281069,50.95042170586999]}"
15857,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9222208343391,50.95042170586999]}"
15858,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92231066586751,50.95042170586999]}"
15859,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92240049739593,50.95042170586999]}"
15860,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92249032892434,50.95042170586999]}"
15861,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92258016045275,50.95042170586999]}"
15862,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92266999198117,50.95042170586999]}"
15863,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92275982350958,50.95042170586999]}"
15864,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.922849655038,50.95042170586999]}"
15865,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92293948656639,50.95042170586999]}"
15866,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9230293180948,50.95042170586999]}"
15867,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92311914962322,50.95042170586999]}"
15868,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92320898115163,50.95042170586999]}"
15869,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92329881268004,50.95042170586999]}"
15870,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92338864420846,50.95042170586999]}"
15871,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92347847573687,50.95042170586999]}"
15872,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92356830726528,50.95042170586999]}"
15873,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9236581387937,50.95042170586999]}"
15874,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92374797032211,50.95042170586999]}"
15875,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92383780185052,50.95042170586999]}"
15876,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92392763337892,50.95042170586999]}"
15877,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92401746490734,50.95042170586999]}"
15878,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92410729643575,50.95042170586999]}"
15879,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92419712796416,50.95042170586999]}"
15880,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92428695949258,50.95042170586999]}"
15881,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92437679102099,50.95042170586999]}"
15882,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9244666225494,50.95042170586999]}"
15883,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92455645407782,50.95042170586999]}"
15884,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92464628560623,50.95042170586999]}"
15885,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92473611713464,50.95042170586999]}"
15886,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92482594866306,50.95042170586999]}"
15887,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92491578019145,50.95042170586999]}"
15888,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92500561171987,50.95042170586999]}"
15889,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92509544324828,50.95042170586999]}"
15890,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9251852747767,50.95042170586999]}"
15891,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92527510630511,50.95042170586999]}"
15892,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92536493783352,50.95042170586999]}"
15893,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92545476936193,50.95042170586999]}"
15894,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92554460089035,50.95042170586999]}"
15895,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92563443241876,50.95042170586999]}"
15896,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92572426394717,50.95042170586999]}"
15897,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92581409547559,50.95042170586999]}"
15898,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92590392700399,50.95042170586999]}"
15899,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9259937585324,50.95042170586999]}"
15900,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92608359006081,50.95042170586999]}"
15901,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92617342158923,50.95042170586999]}"
15902,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92626325311764,50.95042170586999]}"
15903,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92635308464605,50.95042170586999]}"
15904,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92644291617447,50.95042170586999]}"
15905,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92653274770288,50.95042170586999]}"
15906,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92662257923129,50.95042170586999]}"
15907,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9267124107597,50.95042170586999]}"
15908,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92680224228812,50.95042170586999]}"
15909,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92689207381652,50.95042170586999]}"
15910,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92698190534493,50.95042170586999]}"
15911,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92707173687334,50.95042170586999]}"
15912,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92716156840176,50.95042170586999]}"
15913,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92725139993017,50.95042170586999]}"
15914,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92734123145858,50.95042170586999]}"
15915,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.927431062987,50.95042170586999]}"
15916,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92752089451541,50.95042170586999]}"
15917,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92761072604382,50.95042170586999]}"
15918,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92770055757224,50.95042170586999]}"
15919,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92779038910065,50.95042170586999]}"
15920,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92788022062905,50.95042170586999]}"
15921,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92797005215746,50.95042170586999]}"
15922,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92805988368588,50.95042170586999]}"
15923,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92814971521429,50.95042170586999]}"
15924,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9282395467427,50.95042170586999]}"
15925,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92832937827112,50.95042170586999]}"
15926,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92841920979953,50.95042170586999]}"
15927,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92850904132794,50.95042170586999]}"
15928,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92859887285636,50.95042170586999]}"
15929,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92868870438477,50.95042170586999]}"
15930,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92877853591318,50.95042170586999]}"
15931,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92886836744158,50.95042170586999]}"
15932,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92895819897,50.95042170586999]}"
15933,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91287835538427,50.9505115373984]}"
15934,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91296818691266,50.9505115373984]}"
15935,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.9505115373984]}"
15936,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.9505115373984]}"
15937,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.9505115373984]}"
15938,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.9505115373984]}"
15939,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.9505115373984]}"
15940,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.9505115373984]}"
15941,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.9505115373984]}"
15942,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.9505115373984]}"
15943,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.9505115373984]}"
15944,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.9505115373984]}"
15945,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.9505115373984]}"
15946,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.9505115373984]}"
15947,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.9505115373984]}"
15948,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.9505115373984]}"
15949,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.9505115373984]}"
15950,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.9505115373984]}"
15951,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.9505115373984]}"
15952,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.9505115373984]}"
15953,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.9505115373984]}"
15954,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.9505115373984]}"
15955,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.9505115373984]}"
15956,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.9505115373984]}"
15957,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.9505115373984]}"
15958,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.9505115373984]}"
15959,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.9505115373984]}"
15960,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.9505115373984]}"
15961,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.9505115373984]}"
15962,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.9505115373984]}"
15963,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.9505115373984]}"
15964,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.9505115373984]}"
15965,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.9505115373984]}"
15966,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.9505115373984]}"
15967,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.9505115373984]}"
15968,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.9505115373984]}"
15969,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.9505115373984]}"
15970,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.9505115373984]}"
15971,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.9505115373984]}"
15972,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.9505115373984]}"
15973,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.9505115373984]}"
15974,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.9505115373984]}"
15975,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.9505115373984]}"
15976,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.9505115373984]}"
15977,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.9505115373984]}"
15978,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.9505115373984]}"
15979,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.9505115373984]}"
15980,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.9505115373984]}"
15981,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.9505115373984]}"
15982,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.9505115373984]}"
15983,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.9505115373984]}"
15984,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.9505115373984]}"
15985,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.9505115373984]}"
15986,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.9505115373984]}"
15987,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.9505115373984]}"
15988,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.9505115373984]}"
15989,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.9505115373984]}"
15990,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.9505115373984]}"
15991,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.9505115373984]}"
15992,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.9505115373984]}"
15993,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.9505115373984]}"
15994,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.9505115373984]}"
15995,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.9505115373984]}"
15996,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.9505115373984]}"
15997,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.9505115373984]}"
15998,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.9505115373984]}"
15999,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.9505115373984]}"
16000,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.9505115373984]}"
16001,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.9505115373984]}"
16002,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.9505115373984]}"
16003,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.9505115373984]}"
16004,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.9505115373984]}"
16005,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.9505115373984]}"
16006,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.9505115373984]}"
16007,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91952588848675,50.9505115373984]}"
16008,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91961572001516,50.9505115373984]}"
16009,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91970555154357,50.9505115373984]}"
16010,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91979538307199,50.9505115373984]}"
16011,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91988521460038,50.9505115373984]}"
16012,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9199750461288,50.9505115373984]}"
16013,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92006487765721,50.9505115373984]}"
16014,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92015470918562,50.9505115373984]}"
16015,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92024454071404,50.9505115373984]}"
16016,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92033437224245,50.9505115373984]}"
16017,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92042420377086,50.9505115373984]}"
16018,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92051403529928,50.9505115373984]}"
16019,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92060386682769,50.9505115373984]}"
16020,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9206936983561,50.9505115373984]}"
16021,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92078352988452,50.9505115373984]}"
16022,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92087336141293,50.9505115373984]}"
16023,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92096319294133,50.9505115373984]}"
16024,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92105302446974,50.9505115373984]}"
16025,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92114285599816,50.9505115373984]}"
16026,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92123268752657,50.9505115373984]}"
16027,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92132251905498,50.9505115373984]}"
16028,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9214123505834,50.9505115373984]}"
16029,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92150218211181,50.9505115373984]}"
16030,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92159201364022,50.9505115373984]}"
16031,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92168184516864,50.9505115373984]}"
16032,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92177167669705,50.9505115373984]}"
16033,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92186150822546,50.9505115373984]}"
16034,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92195133975386,50.9505115373984]}"
16035,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92204117128227,50.9505115373984]}"
16036,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92213100281069,50.9505115373984]}"
16037,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9222208343391,50.9505115373984]}"
16038,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92231066586751,50.9505115373984]}"
16039,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92240049739593,50.9505115373984]}"
16040,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92249032892434,50.9505115373984]}"
16041,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92258016045275,50.9505115373984]}"
16042,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92266999198117,50.9505115373984]}"
16043,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92275982350958,50.9505115373984]}"
16044,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.922849655038,50.9505115373984]}"
16045,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92293948656639,50.9505115373984]}"
16046,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9230293180948,50.9505115373984]}"
16047,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92311914962322,50.9505115373984]}"
16048,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92320898115163,50.9505115373984]}"
16049,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92329881268004,50.9505115373984]}"
16050,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92338864420846,50.9505115373984]}"
16051,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92347847573687,50.9505115373984]}"
16052,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92356830726528,50.9505115373984]}"
16053,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9236581387937,50.9505115373984]}"
16054,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92374797032211,50.9505115373984]}"
16055,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92383780185052,50.9505115373984]}"
16056,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92392763337892,50.9505115373984]}"
16057,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92401746490734,50.9505115373984]}"
16058,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92410729643575,50.9505115373984]}"
16059,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92419712796416,50.9505115373984]}"
16060,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92428695949258,50.9505115373984]}"
16061,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92437679102099,50.9505115373984]}"
16062,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9244666225494,50.9505115373984]}"
16063,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92455645407782,50.9505115373984]}"
16064,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92464628560623,50.9505115373984]}"
16065,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92473611713464,50.9505115373984]}"
16066,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92482594866306,50.9505115373984]}"
16067,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92491578019145,50.9505115373984]}"
16068,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92500561171987,50.9505115373984]}"
16069,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92509544324828,50.9505115373984]}"
16070,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9251852747767,50.9505115373984]}"
16071,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92527510630511,50.9505115373984]}"
16072,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92536493783352,50.9505115373984]}"
16073,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92545476936193,50.9505115373984]}"
16074,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92554460089035,50.9505115373984]}"
16075,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92563443241876,50.9505115373984]}"
16076,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92572426394717,50.9505115373984]}"
16077,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92581409547559,50.9505115373984]}"
16078,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92590392700399,50.9505115373984]}"
16079,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9259937585324,50.9505115373984]}"
16080,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92608359006081,50.9505115373984]}"
16081,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92617342158923,50.9505115373984]}"
16082,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92626325311764,50.9505115373984]}"
16083,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92635308464605,50.9505115373984]}"
16084,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92644291617447,50.9505115373984]}"
16085,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92653274770288,50.9505115373984]}"
16086,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92662257923129,50.9505115373984]}"
16087,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9267124107597,50.9505115373984]}"
16088,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92680224228812,50.9505115373984]}"
16089,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92689207381652,50.9505115373984]}"
16090,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92698190534493,50.9505115373984]}"
16091,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92707173687334,50.9505115373984]}"
16092,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92716156840176,50.9505115373984]}"
16093,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92725139993017,50.9505115373984]}"
16094,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92734123145858,50.9505115373984]}"
16095,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.927431062987,50.9505115373984]}"
16096,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92752089451541,50.9505115373984]}"
16097,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92761072604382,50.9505115373984]}"
16098,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92770055757224,50.9505115373984]}"
16099,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92779038910065,50.9505115373984]}"
16100,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92788022062905,50.9505115373984]}"
16101,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92797005215746,50.9505115373984]}"
16102,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92805988368588,50.9505115373984]}"
16103,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92814971521429,50.9505115373984]}"
