system:index,classification,.geo
772,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94170804761403]}"
773,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94170804761403]}"
774,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94170804761403]}"
775,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94170804761403]}"
776,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94170804761403]}"
777,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94170804761403]}"
778,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94170804761403]}"
779,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94170804761403]}"
780,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94170804761403]}"
781,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94170804761403]}"
782,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94170804761403]}"
783,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94170804761403]}"
784,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94170804761403]}"
785,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94170804761403]}"
786,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94170804761403]}"
787,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94170804761403]}"
788,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94170804761403]}"
789,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94170804761403]}"
790,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94170804761403]}"
791,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94170804761403]}"
792,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94170804761403]}"
793,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94170804761403]}"
794,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94170804761403]}"
795,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94170804761403]}"
796,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94170804761403]}"
797,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94170804761403]}"
798,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94170804761403]}"
799,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94170804761403]}"
800,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94170804761403]}"
801,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94170804761403]}"
802,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94170804761403]}"
803,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94170804761403]}"
804,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94170804761403]}"
805,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94170804761403]}"
806,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94170804761403]}"
807,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94170804761403]}"
808,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94170804761403]}"
809,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94170804761403]}"
810,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94170804761403]}"
811,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94170804761403]}"
812,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94170804761403]}"
813,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94170804761403]}"
814,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94170804761403]}"
815,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94170804761403]}"
816,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94170804761403]}"
817,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94170804761403]}"
818,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94170804761403]}"
819,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94170804761403]}"
820,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94170804761403]}"
821,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94170804761403]}"
822,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94170804761403]}"
823,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.94179787914244]}"
824,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.94179787914244]}"
825,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.94179787914244]}"
826,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.94179787914244]}"
827,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.94179787914244]}"
828,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.94179787914244]}"
829,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94179787914244]}"
830,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94179787914244]}"
831,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94179787914244]}"
832,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94179787914244]}"
833,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94179787914244]}"
834,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94179787914244]}"
835,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94179787914244]}"
836,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94179787914244]}"
837,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94179787914244]}"
838,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94179787914244]}"
839,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94179787914244]}"
840,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94179787914244]}"
841,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94179787914244]}"
842,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94179787914244]}"
843,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94179787914244]}"
844,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94179787914244]}"
845,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94179787914244]}"
846,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94179787914244]}"
847,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94179787914244]}"
848,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94179787914244]}"
849,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94179787914244]}"
850,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94179787914244]}"
851,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94179787914244]}"
852,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94179787914244]}"
853,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94179787914244]}"
854,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94179787914244]}"
855,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94179787914244]}"
856,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94179787914244]}"
857,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94179787914244]}"
858,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94179787914244]}"
859,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94179787914244]}"
860,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94179787914244]}"
861,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94179787914244]}"
862,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94179787914244]}"
863,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94179787914244]}"
864,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94179787914244]}"
865,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94179787914244]}"
866,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94179787914244]}"
867,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94179787914244]}"
868,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94179787914244]}"
869,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94179787914244]}"
870,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94179787914244]}"
871,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94179787914244]}"
872,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94179787914244]}"
873,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94179787914244]}"
874,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94179787914244]}"
875,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94179787914244]}"
876,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94179787914244]}"
877,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94179787914244]}"
878,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94179787914244]}"
879,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94179787914244]}"
880,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94179787914244]}"
881,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94179787914244]}"
882,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94179787914244]}"
883,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94179787914244]}"
884,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94179787914244]}"
885,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94179787914244]}"
886,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94179787914244]}"
887,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94179787914244]}"
888,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94179787914244]}"
889,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.94179787914244]}"
890,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.94179787914244]}"
891,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.941887710670855]}"
892,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.941887710670855]}"
893,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.941887710670855]}"
894,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.941887710670855]}"
895,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.941887710670855]}"
896,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.941887710670855]}"
897,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.941887710670855]}"
898,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.941887710670855]}"
899,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.941887710670855]}"
900,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.941887710670855]}"
901,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.941887710670855]}"
902,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.941887710670855]}"
903,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.941887710670855]}"
904,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.941887710670855]}"
905,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.941887710670855]}"
906,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.941887710670855]}"
907,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.941887710670855]}"
908,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.941887710670855]}"
909,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.941887710670855]}"
910,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.941887710670855]}"
911,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.941887710670855]}"
912,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.941887710670855]}"
913,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.941887710670855]}"
914,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.941887710670855]}"
915,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.941887710670855]}"
916,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.941887710670855]}"
917,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.941887710670855]}"
918,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.941887710670855]}"
919,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.941887710670855]}"
920,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.941887710670855]}"
921,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.941887710670855]}"
922,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.941887710670855]}"
923,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.941887710670855]}"
924,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.941887710670855]}"
925,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.941887710670855]}"
926,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.941887710670855]}"
927,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.941887710670855]}"
928,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.941887710670855]}"
929,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.941887710670855]}"
930,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.941887710670855]}"
931,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.941887710670855]}"
932,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.941887710670855]}"
933,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.941887710670855]}"
934,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.941887710670855]}"
935,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.941887710670855]}"
936,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.941887710670855]}"
937,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.941887710670855]}"
938,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.941887710670855]}"
939,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.941887710670855]}"
940,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.941887710670855]}"
941,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.941887710670855]}"
942,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.941887710670855]}"
943,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.941887710670855]}"
944,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.941887710670855]}"
945,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.941887710670855]}"
946,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.941887710670855]}"
947,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.941887710670855]}"
948,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.941887710670855]}"
949,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.941887710670855]}"
950,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.941887710670855]}"
951,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.941887710670855]}"
952,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.941887710670855]}"
953,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.941887710670855]}"
954,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.941887710670855]}"
955,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.941887710670855]}"
956,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.941887710670855]}"
957,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.941887710670855]}"
958,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.941887710670855]}"
959,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.941887710670855]}"
960,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.941887710670855]}"
961,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91296818691266,50.94197754219927]}"
962,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.94197754219927]}"
963,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.94197754219927]}"
964,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.94197754219927]}"
965,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.94197754219927]}"
966,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.94197754219927]}"
967,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.94197754219927]}"
968,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94197754219927]}"
969,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94197754219927]}"
970,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94197754219927]}"
971,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94197754219927]}"
972,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94197754219927]}"
973,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94197754219927]}"
974,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94197754219927]}"
975,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94197754219927]}"
976,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94197754219927]}"
977,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94197754219927]}"
978,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94197754219927]}"
979,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94197754219927]}"
980,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94197754219927]}"
981,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94197754219927]}"
982,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94197754219927]}"
983,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94197754219927]}"
984,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94197754219927]}"
985,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94197754219927]}"
986,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94197754219927]}"
987,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94197754219927]}"
988,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94197754219927]}"
989,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94197754219927]}"
990,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94197754219927]}"
991,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94197754219927]}"
992,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94197754219927]}"
993,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94197754219927]}"
994,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94197754219927]}"
995,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94197754219927]}"
996,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94197754219927]}"
997,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94197754219927]}"
998,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94197754219927]}"
999,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94197754219927]}"
1000,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94197754219927]}"
1001,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94197754219927]}"
1002,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94197754219927]}"
1003,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94197754219927]}"
1004,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94197754219927]}"
1005,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94197754219927]}"
1006,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94197754219927]}"
1007,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94197754219927]}"
1008,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94197754219927]}"
1009,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94197754219927]}"
1010,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94197754219927]}"
1011,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94197754219927]}"
1012,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94197754219927]}"
1013,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94197754219927]}"
1014,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94197754219927]}"
1015,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94197754219927]}"
1016,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94197754219927]}"
1017,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94197754219927]}"
1018,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94197754219927]}"
1019,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94197754219927]}"
1020,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94197754219927]}"
1021,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94197754219927]}"
1022,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94197754219927]}"
1023,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94197754219927]}"
1024,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94197754219927]}"
1025,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94197754219927]}"
1026,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94197754219927]}"
1027,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94197754219927]}"
1028,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.94197754219927]}"
1029,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.94197754219927]}"
1030,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.94197754219927]}"
1031,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.94197754219927]}"
1032,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.94197754219927]}"
1033,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.94197754219927]}"
1034,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91287835538427,50.94206737372768]}"
1035,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91296818691266,50.94206737372768]}"
1036,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.94206737372768]}"
1037,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.94206737372768]}"
1038,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.94206737372768]}"
1039,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.94206737372768]}"
1040,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.94206737372768]}"
1041,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.94206737372768]}"
1042,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94206737372768]}"
1043,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94206737372768]}"
1044,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94206737372768]}"
