system:index,classification,.geo
1932,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.9429656890118]}"
1933,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.9429656890118]}"
1934,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.9429656890118]}"
1935,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.9429656890118]}"
1936,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.9429656890118]}"
1937,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.9429656890118]}"
1938,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.9429656890118]}"
1939,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.9429656890118]}"
1940,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.9429656890118]}"
1941,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.9429656890118]}"
1942,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.9429656890118]}"
1943,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.9429656890118]}"
1944,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.9429656890118]}"
1945,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.9429656890118]}"
1946,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.9429656890118]}"
1947,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.9429656890118]}"
1948,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.9429656890118]}"
1949,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.9429656890118]}"
1950,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.9429656890118]}"
1951,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.9429656890118]}"
1952,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.9429656890118]}"
1953,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.9429656890118]}"
1954,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.9429656890118]}"
1955,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.9429656890118]}"
1956,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.9429656890118]}"
1957,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.9429656890118]}"
1958,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.9429656890118]}"
1959,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.9429656890118]}"
1960,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.9429656890118]}"
1961,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.9429656890118]}"
1962,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.9429656890118]}"
1963,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.9429656890118]}"
1964,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.9429656890118]}"
1965,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.9429656890118]}"
1966,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.9429656890118]}"
1967,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.9429656890118]}"
1968,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.9429656890118]}"
1969,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.9429656890118]}"
1970,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.9429656890118]}"
1971,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.9429656890118]}"
1972,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.9429656890118]}"
1973,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.9429656890118]}"
1974,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.9429656890118]}"
1975,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.9429656890118]}"
1976,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.9429656890118]}"
1977,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.9429656890118]}"
1978,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.9429656890118]}"
1979,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.9429656890118]}"
1980,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.9429656890118]}"
1981,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.9429656890118]}"
1982,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.9429656890118]}"
1983,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.9429656890118]}"
1984,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.9429656890118]}"
1985,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.9429656890118]}"
1986,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91952588848675,50.9429656890118]}"
1987,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91961572001516,50.9429656890118]}"
1988,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91970555154357,50.9429656890118]}"
1989,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91979538307199,50.9429656890118]}"
1990,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91988521460038,50.9429656890118]}"
1991,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9199750461288,50.9429656890118]}"
1992,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92006487765721,50.9429656890118]}"
1993,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92015470918562,50.9429656890118]}"
1994,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92024454071404,50.9429656890118]}"
1995,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92033437224245,50.9429656890118]}"
1996,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92042420377086,50.9429656890118]}"
1997,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92051403529928,50.9429656890118]}"
1998,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92060386682769,50.9429656890118]}"
1999,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9206936983561,50.9429656890118]}"
2000,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92078352988452,50.9429656890118]}"
2001,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92087336141293,50.9429656890118]}"
2002,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92096319294133,50.9429656890118]}"
2003,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92105302446974,50.9429656890118]}"
2004,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92114285599816,50.9429656890118]}"
2005,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92123268752657,50.9429656890118]}"
2006,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92132251905498,50.9429656890118]}"
2007,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91224953468537,50.94305552054021]}"
2008,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91233936621379,50.94305552054021]}"
2009,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9124291977422,50.94305552054021]}"
2010,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91251902927061,50.94305552054021]}"
2011,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91260886079903,50.94305552054021]}"
2012,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91269869232744,50.94305552054021]}"
2013,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91278852385585,50.94305552054021]}"
2014,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91287835538427,50.94305552054021]}"
2015,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91296818691266,50.94305552054021]}"
2016,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.94305552054021]}"
2017,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.94305552054021]}"
2018,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.94305552054021]}"
2019,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.94305552054021]}"
2020,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.94305552054021]}"
2021,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.94305552054021]}"
2022,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94305552054021]}"
2023,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94305552054021]}"
2024,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94305552054021]}"
2025,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94305552054021]}"
2026,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94305552054021]}"
2027,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94305552054021]}"
2028,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94305552054021]}"
2029,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94305552054021]}"
2030,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94305552054021]}"
2031,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94305552054021]}"
2032,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94305552054021]}"
2033,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94305552054021]}"
2034,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94305552054021]}"
2035,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94305552054021]}"
2036,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94305552054021]}"
2037,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94305552054021]}"
2038,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94305552054021]}"
2039,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94305552054021]}"
2040,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94305552054021]}"
2041,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94305552054021]}"
2042,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94305552054021]}"
2043,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94305552054021]}"
2044,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94305552054021]}"
2045,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94305552054021]}"
2046,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94305552054021]}"
2047,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94305552054021]}"
2048,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94305552054021]}"
2049,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94305552054021]}"
2050,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94305552054021]}"
2051,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94305552054021]}"
2052,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94305552054021]}"
2053,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94305552054021]}"
2054,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94305552054021]}"
2055,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94305552054021]}"
2056,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94305552054021]}"
2057,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94305552054021]}"
2058,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94305552054021]}"
2059,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94305552054021]}"
2060,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94305552054021]}"
2061,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94305552054021]}"
2062,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94305552054021]}"
2063,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94305552054021]}"
2064,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94305552054021]}"
2065,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94305552054021]}"
2066,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94305552054021]}"
2067,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94305552054021]}"
2068,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94305552054021]}"
2069,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94305552054021]}"
2070,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94305552054021]}"
2071,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94305552054021]}"
2072,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94305552054021]}"
2073,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94305552054021]}"
2074,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94305552054021]}"
2075,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94305552054021]}"
2076,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94305552054021]}"
2077,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94305552054021]}"
2078,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94305552054021]}"
2079,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94305552054021]}"
2080,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94305552054021]}"
2081,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94305552054021]}"
2082,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.94305552054021]}"
2083,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.94305552054021]}"
2084,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.94305552054021]}"
2085,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.94305552054021]}"
2086,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.94305552054021]}"
2087,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.94305552054021]}"
2088,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91952588848675,50.94305552054021]}"
2089,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91961572001516,50.94305552054021]}"
2090,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91970555154357,50.94305552054021]}"
2091,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91979538307199,50.94305552054021]}"
2092,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91988521460038,50.94305552054021]}"
2093,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9199750461288,50.94305552054021]}"
2094,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92006487765721,50.94305552054021]}"
2095,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92015470918562,50.94305552054021]}"
2096,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92024454071404,50.94305552054021]}"
2097,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92033437224245,50.94305552054021]}"
2098,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92042420377086,50.94305552054021]}"
2099,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92051403529928,50.94305552054021]}"
2100,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92060386682769,50.94305552054021]}"
2101,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9206936983561,50.94305552054021]}"
2102,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92078352988452,50.94305552054021]}"
2103,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92087336141293,50.94305552054021]}"
2104,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92096319294133,50.94305552054021]}"
2105,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92105302446974,50.94305552054021]}"
2106,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92114285599816,50.94305552054021]}"
2107,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92123268752657,50.94305552054021]}"
2108,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92132251905498,50.94305552054021]}"
2109,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9214123505834,50.94305552054021]}"
2110,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92150218211181,50.94305552054021]}"
2111,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91215970315696,50.94314535206862]}"
2112,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91224953468537,50.94314535206862]}"
2113,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91233936621379,50.94314535206862]}"
2114,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9124291977422,50.94314535206862]}"
2115,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91251902927061,50.94314535206862]}"
2116,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91260886079903,50.94314535206862]}"
2117,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91269869232744,50.94314535206862]}"
2118,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91278852385585,50.94314535206862]}"
2119,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91287835538427,50.94314535206862]}"
2120,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91296818691266,50.94314535206862]}"
2121,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.94314535206862]}"
2122,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.94314535206862]}"
2123,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.94314535206862]}"
2124,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.94314535206862]}"
2125,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.94314535206862]}"
2126,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.94314535206862]}"
2127,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94314535206862]}"
2128,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94314535206862]}"
2129,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94314535206862]}"
2130,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94314535206862]}"
2131,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94314535206862]}"
2132,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94314535206862]}"
2133,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94314535206862]}"
2134,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94314535206862]}"
2135,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94314535206862]}"
2136,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94314535206862]}"
2137,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94314535206862]}"
2138,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94314535206862]}"
2139,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94314535206862]}"
2140,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94314535206862]}"
2141,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94314535206862]}"
2142,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94314535206862]}"
2143,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94314535206862]}"
2144,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94314535206862]}"
2145,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94314535206862]}"
2146,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94314535206862]}"
2147,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94314535206862]}"
2148,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94314535206862]}"
2149,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94314535206862]}"
2150,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94314535206862]}"
2151,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94314535206862]}"
2152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94314535206862]}"
2153,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94314535206862]}"
2154,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94314535206862]}"
2155,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94314535206862]}"
2156,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94314535206862]}"
2157,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94314535206862]}"
2158,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94314535206862]}"
2159,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94314535206862]}"
2160,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94314535206862]}"
2161,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94314535206862]}"
2162,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94314535206862]}"
2163,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94314535206862]}"
2164,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94314535206862]}"
2165,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94314535206862]}"
2166,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94314535206862]}"
2167,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94314535206862]}"
2168,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94314535206862]}"
2169,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94314535206862]}"
2170,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94314535206862]}"
2171,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94314535206862]}"
2172,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94314535206862]}"
2173,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94314535206862]}"
2174,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94314535206862]}"
2175,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94314535206862]}"
2176,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94314535206862]}"
2177,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94314535206862]}"
2178,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94314535206862]}"
2179,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94314535206862]}"
2180,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94314535206862]}"
2181,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94314535206862]}"
2182,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94314535206862]}"
2183,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94314535206862]}"
2184,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94314535206862]}"
2185,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94314535206862]}"
2186,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94314535206862]}"
2187,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.94314535206862]}"
2188,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.94314535206862]}"
2189,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.94314535206862]}"
2190,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.94314535206862]}"
2191,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.94314535206862]}"
2192,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.94314535206862]}"
2193,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91952588848675,50.94314535206862]}"
2194,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91961572001516,50.94314535206862]}"
2195,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91970555154357,50.94314535206862]}"
2196,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91979538307199,50.94314535206862]}"
2197,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91988521460038,50.94314535206862]}"
2198,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9199750461288,50.94314535206862]}"
2199,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92006487765721,50.94314535206862]}"
2200,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92015470918562,50.94314535206862]}"
