system:index,B2,B3,B4,B8,NDVI,cluster,.geo
1636,301.0,574.0,361.0,3156.0,0.7947114,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94269619442656]}"
1637,378.0,634.0,544.0,2740.0,0.6686967,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94269619442656]}"
1638,378.0,634.0,544.0,2740.0,0.6686967,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94269619442656]}"
1639,490.0,731.0,737.0,2200.0,0.49812734,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94269619442656]}"
1640,490.0,731.0,737.0,2200.0,0.49812734,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94269619442656]}"
1641,483.0,698.0,698.0,2172.0,0.51358885,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94269619442656]}"
1642,353.0,582.0,482.0,2654.0,0.69260204,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94269619442656]}"
1643,353.0,582.0,482.0,2654.0,0.69260204,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94269619442656]}"
1644,302.0,566.0,358.0,2832.0,0.7755486,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94269619442656]}"
1645,358.0,624.0,460.0,2784.0,0.7163995,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94269619442656]}"
1646,358.0,624.0,460.0,2784.0,0.7163995,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94269619442656]}"
1647,464.0,710.0,722.0,2360.0,0.53147304,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94269619442656]}"
1648,464.0,710.0,722.0,2360.0,0.53147304,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94269619442656]}"
1649,449.0,694.0,700.0,2434.0,0.55328655,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94269619442656]}"
1650,546.0,800.0,867.0,2142.0,0.42372882,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94269619442656]}"
1651,546.0,800.0,867.0,2142.0,0.42372882,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94269619442656]}"
1652,462.0,694.0,706.0,2164.0,0.50801396,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94269619442656]}"
1653,346.0,567.0,443.0,2470.0,0.6958462,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94269619442656]}"
1654,346.0,567.0,443.0,2470.0,0.6958462,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94269619442656]}"
1655,318.0,582.0,390.0,2750.0,0.75159234,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94269619442656]}"
1656,318.0,582.0,390.0,2750.0,0.75159234,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94269619442656]}"
1657,392.0,643.0,540.0,2648.0,0.6612296,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94269619442656]}"
1658,510.0,755.0,796.0,2320.0,0.48908857,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94269619442656]}"
1659,510.0,755.0,796.0,2320.0,0.48908857,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94269619442656]}"
1660,493.0,730.0,777.0,2116.0,0.46284133,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94269619442656]}"
1661,364.0,606.0,557.0,2222.0,0.59913635,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94269619442656]}"
1662,364.0,606.0,557.0,2222.0,0.59913635,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94269619442656]}"
1663,299.0,524.0,380.0,2540.0,0.739726,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94269619442656]}"
1664,320.0,579.0,414.0,2844.0,0.74585634,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94269619442656]}"
1665,320.0,579.0,414.0,2844.0,0.74585634,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94269619442656]}"
1666,449.0,688.0,668.0,2526.0,0.5817157,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94269619442656]}"
1667,449.0,688.0,668.0,2526.0,0.5817157,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94269619442656]}"
1668,535.0,755.0,838.0,2080.0,0.425634,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94269619442656]}"
1669,477.0,706.0,724.0,2188.0,0.50274724,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94269619442656]}"
1670,477.0,706.0,724.0,2188.0,0.50274724,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94269619442656]}"
1671,353.0,605.0,466.0,2480.0,0.6836388,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94269619442656]}"
1672,316.0,582.0,419.0,2632.0,0.72533596,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94269619442656]}"
1673,316.0,582.0,419.0,2632.0,0.72533596,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94269619442656]}"
1674,380.0,637.0,519.0,2708.0,0.678339,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94269619442656]}"
1675,380.0,637.0,519.0,2708.0,0.678339,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94269619442656]}"
1676,514.0,770.0,795.0,2304.0,0.48693126,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94269619442656]}"
1677,501.0,723.0,725.0,2048.0,0.4771006,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94269619442656]}"
1678,501.0,723.0,725.0,2048.0,0.4771006,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94269619442656]}"
1679,357.0,578.0,480.0,2442.0,0.6714579,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94269619442656]}"
1680,293.0,562.0,366.0,2916.0,0.77696526,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94269619442656]}"
1681,293.0,562.0,366.0,2916.0,0.77696526,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94269619442656]}"
1682,314.0,575.0,396.0,2764.0,0.7493671,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94269619442656]}"
1683,447.0,678.0,672.0,2468.0,0.5719745,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94269619442656]}"
1684,447.0,678.0,672.0,2468.0,0.5719745,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94269619442656]}"
1685,560.0,780.0,880.0,2094.0,0.40820444,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94269619442656]}"
1686,560.0,780.0,880.0,2094.0,0.40820444,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94269619442656]}"
1687,436.0,708.0,676.0,2266.0,0.54044867,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94269619442656]}"
1688,323.0,576.0,435.0,2580.0,0.71144277,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94269619442656]}"
1689,470.0,728.0,716.0,2266.0,0.5197854,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.94269619442656]}"
1690,325.0,543.0,427.0,2546.0,0.71274805,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.94269619442656]}"
1691,295.0,531.0,363.0,2648.0,0.7588841,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.94269619442656]}"
1692,295.0,531.0,363.0,2648.0,0.7588841,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.94269619442656]}"
1693,346.0,606.0,493.0,2492.0,0.6696817,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.94269619442656]}"
1694,346.0,606.0,493.0,2492.0,0.6696817,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.94269619442656]}"
1695,469.0,717.0,732.0,2356.0,0.52590674,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91952588848675,50.94269619442656]}"
1696,534.0,760.0,803.0,2164.0,0.45871252,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91961572001516,50.94269619442656]}"
1697,534.0,760.0,803.0,2164.0,0.45871252,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91970555154357,50.94269619442656]}"
1698,413.0,630.0,584.0,2192.0,0.5792507,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91979538307199,50.94269619442656]}"
1699,314.0,520.0,407.0,2210.0,0.6889568,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91988521460038,50.94269619442656]}"
1700,314.0,520.0,407.0,2210.0,0.6889568,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9199750461288,50.94269619442656]}"
1701,326.0,549.0,436.0,2398.0,0.6923077,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92006487765721,50.94269619442656]}"
1702,418.0,665.0,662.0,2350.0,0.560425,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92015470918562,50.94269619442656]}"
1703,418.0,665.0,662.0,2350.0,0.560425,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92024454071404,50.94269619442656]}"
1704,546.0,804.0,892.0,2244.0,0.43112245,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92033437224245,50.94269619442656]}"
1705,546.0,804.0,892.0,2244.0,0.43112245,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92042420377086,50.94269619442656]}"
1706,506.0,741.0,828.0,2200.0,0.45310435,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92051403529928,50.94269619442656]}"
1707,374.0,608.0,498.0,2414.0,0.65796703,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92060386682769,50.94269619442656]}"
1708,374.0,608.0,498.0,2414.0,0.65796703,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9206936983561,50.94269619442656]}"
1709,342.0,580.0,414.0,2434.0,0.70926964,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92078352988452,50.94269619442656]}"
1710,632.0,938.0,1064.0,2220.0,0.35200974,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9124291977422,50.94278602595497]}"
1711,550.0,816.0,856.0,2254.0,0.4495177,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91251902927061,50.94278602595497]}"
1712,550.0,816.0,856.0,2254.0,0.4495177,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91260886079903,50.94278602595497]}"
1713,494.0,773.0,756.0,2230.0,0.49363697,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91269869232744,50.94278602595497]}"
1714,390.0,614.0,554.0,2570.0,0.6453265,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91278852385585,50.94278602595497]}"
1715,390.0,614.0,554.0,2570.0,0.6453265,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91287835538427,50.94278602595497]}"
1716,348.0,616.0,510.0,2906.0,0.70140517,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91296818691266,50.94278602595497]}"
1717,480.0,742.0,734.0,2416.0,0.53396827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.94278602595497]}"
1718,480.0,742.0,734.0,2416.0,0.53396827,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.94278602595497]}"
1719,506.0,749.0,746.0,2086.0,0.47316384,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.94278602595497]}"
1720,383.0,650.0,562.0,2478.0,0.63026315,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.94278602595497]}"
1721,383.0,650.0,562.0,2478.0,0.63026315,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.94278602595497]}"
1722,370.0,642.0,475.0,2688.0,0.69965225,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.94278602595497]}"
1723,370.0,642.0,475.0,2688.0,0.69965225,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94278602595497]}"
1724,367.0,662.0,464.0,2750.0,0.71126324,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94278602595497]}"
1725,440.0,706.0,675.0,2424.0,0.5643756,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94278602595497]}"
1726,440.0,706.0,675.0,2424.0,0.5643756,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94278602595497]}"
1727,516.0,754.0,820.0,2076.0,0.43370166,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94278602595497]}"
1728,418.0,665.0,659.0,2292.0,0.5533717,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94278602595497]}"
1729,418.0,665.0,659.0,2292.0,0.5533717,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94278602595497]}"
1730,318.0,550.0,414.0,2690.0,0.7332474,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94278602595497]}"
1731,318.0,550.0,414.0,2690.0,0.7332474,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94278602595497]}"
1732,303.0,562.0,368.0,2776.0,0.7659033,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94278602595497]}"
1733,358.0,634.0,512.0,2790.0,0.6898849,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94278602595497]}"
1734,358.0,634.0,512.0,2790.0,0.6898849,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94278602595497]}"
1735,472.0,712.0,716.0,2220.0,0.51226157,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94278602595497]}"
1736,478.0,703.0,708.0,2136.0,0.5021097,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94278602595497]}"
1737,478.0,703.0,708.0,2136.0,0.5021097,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94278602595497]}"
1738,356.0,584.0,511.0,2430.0,0.65249914,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94278602595497]}"
1739,320.0,570.0,355.0,2770.0,0.7728,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94278602595497]}"
1740,320.0,570.0,355.0,2770.0,0.7728,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94278602595497]}"
1741,326.0,610.0,432.0,2746.0,0.7281309,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94278602595497]}"
1742,326.0,610.0,432.0,2746.0,0.7281309,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94278602595497]}"
1743,322.0,590.0,417.0,2776.0,0.7388036,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94278602595497]}"
1744,417.0,672.0,632.0,2658.0,0.61580545,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94278602595497]}"
1745,417.0,672.0,632.0,2658.0,0.61580545,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94278602595497]}"
1746,538.0,786.0,836.0,2240.0,0.45643693,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94278602595497]}"
1747,475.0,724.0,724.0,2144.0,0.49511856,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94278602595497]}"
1748,475.0,724.0,724.0,2144.0,0.49511856,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94278602595497]}"
1749,351.0,604.0,510.0,2462.0,0.65679675,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94278602595497]}"
1750,351.0,604.0,510.0,2462.0,0.65679675,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94278602595497]}"
1751,313.0,572.0,388.0,2770.0,0.75427485,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94278602595497]}"
1752,364.0,616.0,495.0,2758.0,0.69566554,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94278602595497]}"
1753,364.0,616.0,495.0,2758.0,0.69566554,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94278602595497]}"
1754,488.0,742.0,774.0,2362.0,0.5063776,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94278602595497]}"
1755,543.0,774.0,844.0,2030.0,0.41266528,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94278602595497]}"
1756,543.0,774.0,844.0,2030.0,0.41266528,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94278602595497]}"
1757,390.0,622.0,596.0,2208.0,0.574893,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94278602595497]}"
1758,390.0,622.0,596.0,2208.0,0.574893,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94278602595497]}"
1759,326.0,539.0,399.0,2546.0,0.7290323,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94278602595497]}"
1760,314.0,572.0,400.0,2752.0,0.7461929,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94278602595497]}"
1761,314.0,572.0,400.0,2752.0,0.7461929,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94278602595497]}"
1762,418.0,668.0,630.0,2542.0,0.60277426,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94278602595497]}"
1763,552.0,772.0,855.0,2112.0,0.42366025,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94278602595497]}"
1764,552.0,772.0,855.0,2112.0,0.42366025,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94278602595497]}"
1765,469.0,701.0,714.0,2230.0,0.5149456,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94278602595497]}"
1766,349.0,584.0,471.0,2458.0,0.67838854,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94278602595497]}"
1767,349.0,584.0,471.0,2458.0,0.67838854,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94278602595497]}"
1768,314.0,552.0,372.0,2588.0,0.74864864,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94278602595497]}"
1769,314.0,552.0,372.0,2588.0,0.74864864,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94278602595497]}"
1770,360.0,608.0,470.0,2674.0,0.7010178,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94278602595497]}"
1771,460.0,688.0,710.0,2374.0,0.539559,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94278602595497]}"
1772,460.0,688.0,710.0,2374.0,0.539559,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94278602595497]}"
1773,491.0,708.0,712.0,2016.0,0.47800586,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94278602595497]}"
1774,370.0,624.0,535.0,2432.0,0.6393664,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94278602595497]}"
1775,370.0,624.0,535.0,2432.0,0.6393664,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94278602595497]}"
1776,301.0,556.0,374.0,2724.0,0.7585539,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94278602595497]}"
1777,301.0,556.0,374.0,2724.0,0.7585539,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94278602595497]}"
1778,320.0,563.0,396.0,2690.0,0.7433571,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94278602595497]}"
1779,432.0,682.0,673.0,2546.0,0.58185774,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94278602595497]}"
1780,432.0,682.0,673.0,2546.0,0.58185774,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94278602595497]}"
1781,587.0,852.0,946.0,2366.0,0.42874396,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94278602595497]}"
1782,470.0,728.0,716.0,2266.0,0.5197854,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94278602595497]}"
1783,524.0,794.0,833.0,2260.0,0.46136436,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.94278602595497]}"
1784,462.0,692.0,708.0,2032.0,0.48321167,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.94278602595497]}"
1785,338.0,566.0,470.0,2374.0,0.6694796,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.94278602595497]}"
1786,338.0,566.0,470.0,2374.0,0.6694796,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.94278602595497]}"
1787,297.0,524.0,340.0,2596.0,0.7683924,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.94278602595497]}"
1788,297.0,524.0,340.0,2596.0,0.7683924,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.94278602595497]}"
1789,335.0,585.0,456.0,2784.0,0.7185185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91952588848675,50.94278602595497]}"
1790,461.0,712.0,718.0,2404.0,0.54003847,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91961572001516,50.94278602595497]}"
1791,461.0,712.0,718.0,2404.0,0.54003847,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91970555154357,50.94278602595497]}"
1792,524.0,759.0,830.0,2008.0,0.41508105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91979538307199,50.94278602595497]}"
1793,426.0,646.0,626.0,2116.0,0.543399,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91988521460038,50.94278602595497]}"
1794,426.0,646.0,626.0,2116.0,0.543399,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9199750461288,50.94278602595497]}"
1795,316.0,536.0,416.0,2330.0,0.69701385,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92006487765721,50.94278602595497]}"
1796,316.0,536.0,416.0,2330.0,0.69701385,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92015470918562,50.94278602595497]}"
1797,322.0,563.0,411.0,2512.0,0.71878207,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92024454071404,50.94278602595497]}"
1798,384.0,661.0,599.0,2360.0,0.5951335,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92033437224245,50.94278602595497]}"
1799,384.0,661.0,599.0,2360.0,0.5951335,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92042420377086,50.94278602595497]}"
1800,530.0,799.0,864.0,2084.0,0.41383988,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92051403529928,50.94278602595497]}"
1801,534.0,794.0,874.0,1960.0,0.38320395,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92060386682769,50.94278602595497]}"
1802,534.0,794.0,874.0,1960.0,0.38320395,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9206936983561,50.94278602595497]}"
1803,406.0,650.0,622.0,2152.0,0.5515501,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92078352988452,50.94278602595497]}"
1804,333.0,552.0,440.0,2424.0,0.6927374,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92087336141293,50.94278602595497]}"
1805,333.0,552.0,440.0,2424.0,0.6927374,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92096319294133,50.94278602595497]}"
1806,590.0,886.0,980.0,2298.0,0.40207443,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91233936621379,50.942875857483386]}"
1807,590.0,886.0,980.0,2298.0,0.40207443,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9124291977422,50.942875857483386]}"
1808,504.0,770.0,756.0,2218.0,0.4915938,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91251902927061,50.942875857483386]}"
1809,504.0,770.0,756.0,2218.0,0.4915938,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91260886079903,50.942875857483386]}"
1810,528.0,788.0,817.0,2132.0,0.44591388,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91269869232744,50.942875857483386]}"
1811,341.0,605.0,506.0,2520.0,0.6655651,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91278852385585,50.942875857483386]}"
1812,341.0,605.0,506.0,2520.0,0.6655651,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91287835538427,50.942875857483386]}"
1813,290.0,526.0,340.0,2966.0,0.7943134,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91296818691266,50.942875857483386]}"
1814,335.0,610.0,456.0,3086.0,0.74251837,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91305801844108,50.942875857483386]}"
1815,335.0,610.0,456.0,3086.0,0.74251837,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.942875857483386]}"
1816,459.0,726.0,690.0,2492.0,0.5663105,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.942875857483386]}"
1817,459.0,726.0,690.0,2492.0,0.5663105,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.942875857483386]}"
1818,530.0,756.0,800.0,2116.0,0.45130315,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.942875857483386]}"
1819,444.0,694.0,680.0,2222.0,0.5313577,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.942875857483386]}"
1820,444.0,694.0,680.0,2222.0,0.5313577,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.942875857483386]}"
1821,349.0,572.0,452.0,2686.0,0.7119184,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.942875857483386]}"
