system:index,B2,B3,B4,B8,NDVI,cluster,.geo
0,632.0,874.0,983.0,1996.0,0.340047,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.939552090932146]}"
1,586.0,850.0,1016.0,1996.0,0.32536522,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.93964192246055]}"
2,586.0,850.0,1016.0,1996.0,0.32536522,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.93964192246055]}"
3,571.0,822.0,872.0,1960.0,0.38418078,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.93964192246055]}"
4,552.0,820.0,864.0,2084.0,0.41383988,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.93964192246055]}"
5,620.0,878.0,1002.0,1924.0,0.31510594,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.939731753988966]}"
6,610.0,849.0,1016.0,2048.0,0.3368146,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.939731753988966]}"
7,610.0,849.0,1016.0,2048.0,0.3368146,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.939731753988966]}"
8,562.0,821.0,924.0,1974.0,0.36231884,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.939731753988966]}"
9,509.0,742.0,766.0,2492.0,0.5297729,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.939731753988966]}"
10,509.0,742.0,766.0,2492.0,0.5297729,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.939731753988966]}"
11,461.0,702.0,686.0,2484.0,0.56719244,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.939731753988966]}"
12,668.0,916.0,1026.0,2046.0,0.33203125,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.93982158551738]}"
13,640.0,900.0,998.0,2074.0,0.3502604,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.93982158551738]}"
14,640.0,900.0,998.0,2074.0,0.3502604,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.93982158551738]}"
15,511.0,786.0,836.0,2352.0,0.47553325,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.93982158551738]}"
16,377.0,624.0,511.0,2958.0,0.70539063,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.93982158551738]}"
17,377.0,624.0,511.0,2958.0,0.70539063,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.93982158551738]}"
18,326.0,578.0,412.0,3112.0,0.7661748,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.93982158551738]}"
19,326.0,578.0,412.0,3112.0,0.7661748,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.93982158551738]}"
20,436.0,717.0,642.0,2460.0,0.5860735,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.93982158551738]}"
21,674.0,916.0,1028.0,2046.0,0.3311646,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.93991141704579]}"
22,682.0,920.0,1058.0,2092.0,0.32825395,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.93991141704579]}"
23,598.0,847.0,922.0,2046.0,0.3787062,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.93991141704579]}"
24,598.0,847.0,922.0,2046.0,0.3787062,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.93991141704579]}"
25,452.0,698.0,690.0,2630.0,0.58433735,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.93991141704579]}"
26,325.0,595.0,424.0,3084.0,0.7582668,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.93991141704579]}"
27,325.0,595.0,424.0,3084.0,0.7582668,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.93991141704579]}"
28,358.0,629.0,439.0,3090.0,0.7512043,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.93991141704579]}"
29,358.0,629.0,439.0,3090.0,0.7512043,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.93991141704579]}"
30,455.0,702.0,700.0,2242.0,0.52413327,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.93991141704579]}"
31,344.0,600.0,478.0,2814.0,0.709599,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.93991141704579]}"
32,344.0,600.0,478.0,2814.0,0.709599,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.93991141704579]}"
33,639.0,870.0,995.0,2000.0,0.33555928,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.940001248574205]}"
34,639.0,870.0,995.0,2000.0,0.33555928,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.940001248574205]}"
35,608.0,862.0,982.0,1986.0,0.33827493,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.940001248574205]}"
36,530.0,762.0,790.0,2390.0,0.5031447,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.940001248574205]}"
37,530.0,762.0,790.0,2390.0,0.5031447,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.940001248574205]}"
38,377.0,634.0,514.0,2920.0,0.7006407,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.940001248574205]}"
39,377.0,634.0,514.0,2920.0,0.7006407,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.940001248574205]}"
40,328.0,626.0,427.0,3244.0,0.7673658,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.940001248574205]}"
41,400.0,706.0,564.0,2822.0,0.66686356,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.940001248574205]}"
42,400.0,706.0,564.0,2822.0,0.66686356,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.940001248574205]}"
43,484.0,706.0,704.0,1924.0,0.46423134,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.940001248574205]}"
44,324.0,582.0,447.0,2796.0,0.72432935,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.940001248574205]}"
45,324.0,582.0,447.0,2796.0,0.72432935,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.940001248574205]}"
46,294.0,539.0,330.0,3368.0,0.82152516,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.940001248574205]}"
47,342.0,602.0,438.0,3196.0,0.7589433,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.940001248574205]}"
48,625.0,844.0,968.0,1932.0,0.3324138,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94009108010262]}"
49,625.0,844.0,968.0,1932.0,0.3324138,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94009108010262]}"
50,542.0,800.0,893.0,2102.0,0.40367278,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94009108010262]}"
51,415.0,670.0,589.0,2770.0,0.6493004,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94009108010262]}"
52,415.0,670.0,589.0,2770.0,0.6493004,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94009108010262]}"
53,325.0,608.0,422.0,3240.0,0.7695249,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94009108010262]}"
54,325.0,608.0,422.0,3240.0,0.7695249,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94009108010262]}"
55,374.0,648.0,476.0,3040.0,0.7292378,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94009108010262]}"
56,460.0,742.0,700.0,2298.0,0.533022,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94009108010262]}"
57,460.0,742.0,700.0,2298.0,0.533022,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94009108010262]}"
58,514.0,736.0,763.0,1966.0,0.4408208,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94009108010262]}"
59,450.0,708.0,669.0,2066.0,0.5107861,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94009108010262]}"
60,450.0,708.0,669.0,2066.0,0.5107861,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94009108010262]}"
61,344.0,591.0,456.0,2832.0,0.72262776,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94009108010262]}"
62,344.0,591.0,456.0,2832.0,0.72262776,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94009108010262]}"
63,290.0,561.0,311.0,3240.0,0.8248381,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94009108010262]}"
64,326.0,583.0,406.0,3212.0,0.77556664,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94009108010262]}"
65,639.0,852.0,966.0,1848.0,0.31343284,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.940180911631025]}"
66,591.0,832.0,910.0,1870.0,0.34532374,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.940180911631025]}"
67,591.0,832.0,910.0,1870.0,0.34532374,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.940180911631025]}"
68,478.0,719.0,742.0,2510.0,0.5436654,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.940180911631025]}"
69,328.0,587.0,442.0,3024.0,0.74495095,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.940180911631025]}"
70,328.0,587.0,442.0,3024.0,0.74495095,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.940180911631025]}"
71,331.0,620.0,414.0,3272.0,0.77536625,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.940180911631025]}"
72,331.0,620.0,414.0,3272.0,0.77536625,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.940180911631025]}"
73,432.0,717.0,616.0,2612.0,0.61833954,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.940180911631025]}"
74,478.0,727.0,750.0,2210.0,0.49324325,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.940180911631025]}"
75,478.0,727.0,750.0,2210.0,0.49324325,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.940180911631025]}"
76,388.0,666.0,505.0,2810.0,0.6953243,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.940180911631025]}"
77,471.0,714.0,714.0,2146.0,0.5006993,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.940180911631025]}"
78,471.0,714.0,714.0,2146.0,0.5006993,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.940180911631025]}"
79,469.0,706.0,714.0,2066.0,0.48633093,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.940180911631025]}"
80,469.0,706.0,714.0,2066.0,0.48633093,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.940180911631025]}"
81,357.0,600.0,498.0,2766.0,0.69485295,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.940180911631025]}"
82,286.0,565.0,330.0,3396.0,0.8228663,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.940180911631025]}"
83,286.0,565.0,330.0,3396.0,0.8228663,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.940180911631025]}"
84,327.0,592.0,370.0,3324.0,0.79967517,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.940180911631025]}"
85,641.0,864.0,977.0,1854.0,0.30978453,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94027074315944]}"
86,596.0,822.0,924.0,1852.0,0.33429396,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94027074315944]}"
87,522.0,784.0,860.0,2132.0,0.42513368,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94027074315944]}"
88,522.0,784.0,860.0,2132.0,0.42513368,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94027074315944]}"
89,390.0,653.0,565.0,2728.0,0.65684783,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94027074315944]}"
90,390.0,653.0,565.0,2728.0,0.65684783,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94027074315944]}"
91,322.0,596.0,376.0,3144.0,0.78636366,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94027074315944]}"
92,380.0,660.0,505.0,2978.0,0.7100201,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94027074315944]}"
93,380.0,660.0,505.0,2978.0,0.7100201,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94027074315944]}"
94,465.0,728.0,698.0,2228.0,0.52289814,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94027074315944]}"
95,390.0,634.0,542.0,2620.0,0.657179,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94027074315944]}"
96,390.0,634.0,542.0,2620.0,0.657179,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94027074315944]}"
97,294.0,572.0,366.0,3104.0,0.78904897,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94027074315944]}"
98,345.0,629.0,454.0,3016.0,0.7383285,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94027074315944]}"
99,345.0,629.0,454.0,3016.0,0.7383285,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94027074315944]}"
100,452.0,713.0,716.0,2326.0,0.52925706,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94027074315944]}"
101,452.0,713.0,716.0,2326.0,0.52925706,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94027074315944]}"
102,498.0,740.0,780.0,1960.0,0.43065694,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94027074315944]}"
103,372.0,623.0,524.0,2546.0,0.6586319,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94027074315944]}"
104,372.0,623.0,524.0,2546.0,0.6586319,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94027074315944]}"
105,290.0,535.0,342.0,3340.0,0.8142314,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94027074315944]}"
106,316.0,562.0,350.0,3372.0,0.81192905,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94027074315944]}"
107,610.0,852.0,932.0,1882.0,0.33759773,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94036057468785]}"
108,610.0,852.0,932.0,1882.0,0.33759773,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94036057468785]}"
109,578.0,818.0,892.0,1950.0,0.37227306,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94036057468785]}"
110,459.0,716.0,678.0,2648.0,0.59230304,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94036057468785]}"
111,459.0,716.0,678.0,2648.0,0.59230304,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94036057468785]}"
112,349.0,628.0,450.0,3054.0,0.7431507,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94036057468785]}"
113,349.0,628.0,450.0,3054.0,0.7431507,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94036057468785]}"
114,360.0,654.0,428.0,2958.0,0.74719435,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94036057468785]}"
115,462.0,720.0,639.0,2414.0,0.5813953,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94036057468785]}"
116,462.0,720.0,639.0,2414.0,0.5813953,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94036057468785]}"
117,490.0,735.0,713.0,1916.0,0.45758843,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94036057468785]}"
118,351.0,594.0,478.0,2422.0,0.6703448,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94036057468785]}"
119,351.0,594.0,478.0,2422.0,0.6703448,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94036057468785]}"
120,341.0,614.0,449.0,2708.0,0.71555275,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94036057468785]}"
121,341.0,614.0,449.0,2708.0,0.71555275,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94036057468785]}"
122,314.0,588.0,351.0,2968.0,0.78849053,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94036057468785]}"
123,349.0,628.0,457.0,2910.0,0.72854173,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94036057468785]}"
124,349.0,628.0,457.0,2910.0,0.72854173,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94036057468785]}"
125,465.0,708.0,708.0,2354.0,0.5375571,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94036057468785]}"
126,516.0,734.0,764.0,1910.0,0.42857143,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94036057468785]}"
127,516.0,734.0,764.0,1910.0,0.42857143,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94036057468785]}"
128,386.0,620.0,530.0,2360.0,0.633218,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94036057468785]}"
129,292.0,556.0,367.0,3104.0,0.78853357,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94036057468785]}"
130,292.0,556.0,367.0,3104.0,0.78853357,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94036057468785]}"
131,335.0,612.0,404.0,3256.0,0.77923495,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94036057468785]}"
132,592.0,831.0,930.0,1980.0,0.36082473,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.940450406216264]}"
133,592.0,831.0,930.0,1980.0,0.36082473,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.940450406216264]}"
134,527.0,768.0,849.0,2336.0,0.46687597,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.940450406216264]}"
135,527.0,768.0,849.0,2336.0,0.46687597,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.940450406216264]}"
136,372.0,632.0,489.0,3100.0,0.7275007,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.940450406216264]}"
137,337.0,620.0,422.0,3128.0,0.7622535,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.940450406216264]}"
138,337.0,620.0,422.0,3128.0,0.7622535,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.940450406216264]}"
139,400.0,708.0,574.0,2618.0,0.6403509,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.940450406216264]}"
140,486.0,735.0,689.0,2142.0,0.5132462,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.940450406216264]}"
141,486.0,735.0,689.0,2142.0,0.5132462,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.940450406216264]}"
142,516.0,726.0,770.0,1876.0,0.41798943,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.940450406216264]}"
143,464.0,696.0,666.0,1952.0,0.49121466,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.940450406216264]}"
144,464.0,696.0,666.0,1952.0,0.49121466,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.940450406216264]}"
145,446.0,688.0,690.0,2046.0,0.49561402,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.940450406216264]}"
146,446.0,688.0,690.0,2046.0,0.49561402,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.940450406216264]}"
147,349.0,608.0,490.0,2608.0,0.6836669,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.940450406216264]}"
148,312.0,571.0,372.0,2924.0,0.77427185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.940450406216264]}"
149,312.0,571.0,372.0,2924.0,0.77427185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.940450406216264]}"
150,334.0,588.0,436.0,3090.0,0.75269425,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.940450406216264]}"
151,435.0,683.0,638.0,2540.0,0.59848964,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.940450406216264]}"
152,435.0,683.0,638.0,2540.0,0.59848964,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.940450406216264]}"
153,506.0,717.0,736.0,1968.0,0.4556213,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.940450406216264]}"
154,506.0,717.0,736.0,1968.0,0.4556213,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.940450406216264]}"
155,417.0,650.0,586.0,2230.0,0.5838068,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.940450406216264]}"
156,346.0,610.0,448.0,2786.0,0.7229437,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.940450406216264]}"
157,346.0,610.0,448.0,2786.0,0.7229437,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.940450406216264]}"
158,331.0,664.0,436.0,2976.0,0.74443144,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.940450406216264]}"
159,612.0,848.0,956.0,1818.0,0.31074262,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94054023774468]}"
160,549.0,782.0,897.0,2124.0,0.4061569,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94054023774468]}"
161,549.0,782.0,897.0,2124.0,0.4061569,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94054023774468]}"
162,420.0,690.0,604.0,2910.0,0.65623224,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94054023774468]}"
163,420.0,690.0,604.0,2910.0,0.65623224,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94054023774468]}"
164,336.0,604.0,414.0,3272.0,0.77536625,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94054023774468]}"
165,376.0,666.0,494.0,2832.0,0.7029465,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94054023774468]}"
166,376.0,666.0,494.0,2832.0,0.7029465,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94054023774468]}"
167,469.0,752.0,708.0,2230.0,0.51803946,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94054023774468]}"
168,406.0,662.0,596.0,2390.0,0.60080373,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94054023774468]}"
169,406.0,662.0,596.0,2390.0,0.60080373,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94054023774468]}"
170,388.0,628.0,554.0,2566.0,0.6448718,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94054023774468]}"
171,388.0,628.0,554.0,2566.0,0.6448718,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94054023774468]}"
172,488.0,727.0,728.0,2016.0,0.46938777,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94054023774468]}"
173,471.0,709.0,732.0,2128.0,0.48811188,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94054023774468]}"
174,471.0,709.0,732.0,2128.0,0.48811188,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94054023774468]}"
175,480.0,712.0,720.0,2028.0,0.47598255,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94054023774468]}"
176,354.0,606.0,492.0,2404.0,0.660221,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94054023774468]}"
177,354.0,606.0,492.0,2404.0,0.660221,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94054023774468]}"
178,284.0,543.0,352.0,3032.0,0.79196215,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94054023774468]}"
179,327.0,586.0,401.0,3248.0,0.7802138,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94054023774468]}"
180,327.0,586.0,401.0,3248.0,0.7802138,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94054023774468]}"
181,427.0,658.0,586.0,2692.0,0.64246494,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94054023774468]}"
182,427.0,658.0,586.0,2692.0,0.64246494,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94054023774468]}"
183,505.0,748.0,800.0,2046.0,0.43780744,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94054023774468]}"
184,474.0,728.0,718.0,2018.0,0.4751462,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94054023774468]}"
185,474.0,728.0,718.0,2018.0,0.4751462,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94054023774468]}"
186,391.0,656.0,538.0,2448.0,0.6396517,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94054023774468]}"
187,333.0,614.0,417.0,2906.0,0.74902195,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94054023774468]}"
